date,corn_crop_good_exc,corn_crop_change,corn_crop_deviation,corn_crop_trend_4w,corn_crop_critical,soybeans_crop_good_exc,soybeans_crop_change,soybeans_crop_deviation,soybeans_crop_trend_4w,soybeans_crop_critical,wheat_crop_good_exc,wheat_crop_change,wheat_crop_deviation,wheat_crop_trend_4w,wheat_crop_critical
2025-08-31,193.0,-2.0,,199.39285714285714,0.0,189.0,-7.0,,197.64285714285714,0.0,,,,,
2025-09-01,193.0,-2.0,,199.03571428571428,0.0,189.0,-7.0,,197.28571428571428,0.0,,,,,
2025-09-02,193.0,-2.0,,198.67857142857142,0.0,189.0,-7.0,,196.92857142857142,0.0,,,,,
2025-09-03,193.0,-2.0,,198.32142857142858,0.0,189.0,-7.0,,196.57142857142858,0.0,,,,,
2025-09-04,193.0,-2.0,,197.96428571428572,0.0,189.0,-7.0,,196.21428571428572,0.0,,,,,
2025-09-05,193.0,-2.0,,197.60714285714286,0.0,189.0,-7.0,,195.85714285714286,0.0,,,,,
2025-09-06,193.0,-2.0,,197.25,0.0,189.0,-7.0,,195.5,0.0,,,,,
2025-09-07,189.0,-4.0,,196.78571428571428,0.0,188.0,-1.0,,195.10714285714286,0.0,,,,,
2025-09-08,189.0,-4.0,,196.32142857142858,0.0,188.0,-1.0,,194.71428571428572,0.0,,,,,
2025-09-09,189.0,-4.0,,195.85714285714286,0.0,188.0,-1.0,,194.32142857142858,0.0,,,,,
2025-09-10,189.0,-4.0,,195.39285714285714,0.0,188.0,-1.0,,193.92857142857142,0.0,,,,,
2025-09-11,189.0,-4.0,,194.92857142857142,0.0,188.0,-1.0,,193.53571428571428,0.0,,,,,
2025-09-12,189.0,-4.0,,194.46428571428572,0.0,188.0,-1.0,,193.14285714285714,0.0,,,,,
2025-09-13,189.0,-4.0,,194.0,0.0,188.0,-1.0,,192.75,0.0,,,,,
2025-09-14,190.0,1.0,,193.67857142857142,0.0,186.0,-2.0,,192.32142857142858,0.0,,,,,
2025-09-15,190.0,1.0,,193.35714285714286,0.0,186.0,-2.0,,191.89285714285714,0.0,,,,,
2025-09-16,190.0,1.0,,193.03571428571428,0.0,186.0,-2.0,,191.46428571428572,0.0,,,,,
2025-09-17,190.0,1.0,,192.71428571428572,0.0,186.0,-2.0,,191.03571428571428,0.0,,,,,
2025-09-18,190.0,1.0,,192.39285714285714,0.0,186.0,-2.0,,190.60714285714286,0.0,,,,,
2025-09-19,190.0,1.0,,192.07142857142858,0.0,186.0,-2.0,,190.17857142857142,0.0,,,,,
2025-09-20,190.0,1.0,,191.75,0.0,186.0,-2.0,,189.75,0.0,,,,,
2025-09-21,189.0,-1.0,,191.53571428571428,0.0,184.0,-2.0,,189.32142857142858,0.0,,,,,
2025-09-22,189.0,-1.0,,191.32142857142858,0.0,184.0,-2.0,,188.89285714285714,0.0,,,,,
2025-09-23,189.0,-1.0,,191.10714285714286,0.0,184.0,-2.0,,188.46428571428572,0.0,,,,,
2025-09-24,189.0,-1.0,,190.89285714285714,0.0,184.0,-2.0,,188.03571428571428,0.0,,,,,
2025-09-25,189.0,-1.0,,190.67857142857142,0.0,184.0,-2.0,,187.60714285714286,0.0,,,,,
2025-09-26,189.0,-1.0,,190.46428571428572,0.0,184.0,-2.0,,187.17857142857142,0.0,,,,,
2025-09-27,189.0,-1.0,,190.25,0.0,184.0,-2.0,,186.75,0.0,,,,,
2025-09-28,188.0,-1.0,,190.07142857142858,0.0,185.0,1.0,,186.60714285714286,0.0,,,,,
